CustID,Month period,Average ticket size,Count,99% value,Total credit amount (sn),Total debit amount (sn),UPI txn count (sn),Salary credit flag (sn),MCC diversity count (sn),High value txn flag (sn),Most common channel (sn),Most common MCC (sn),Days since last txn (sn),Avg monthly balance proxy (sn)
CUST1000233,2026-06,4327.21,40,3732.69,16331.29,76383.14999999999,18,Y,6,N,MOBILE_APP,6011,6,391526.17
CUST1000234,2026-06,482.2,16,471.85,2768.07,0,8,N,2,N,INTERNET_BANKING,7399,19,339497.64
CUST1000235,2026-06,1448,20,808.03,10960.2,589.62,4,N,3,N,UPI,8299,11,358420.83
CUST1000236,2026-06,1250.22,33,1997.82,0,22762.88,0,N,4,N,MOBILE_APP,5691,1,335179.69
CUST1000237,2026-06,7264.44,16,1303.33,50549.5,0,6,Y,2,N,MOBILE_APP,6513,8,1105049.83
CUST1000238,2026-06,49778.69,23,137887.37,989852.35,48540.12,3,Y,4,N,MOBILE_APP,0000,2,416107.72
CUST1000239,2026-06,2166.89,16,1624.38,31775.22,0,6,Y,4,N,MOBILE_APP,4111,1,321868.97
CUST1000240,2026-06,458.17,39,610.36,603.86,9673.07,28,N,3,N,MOBILE_APP,4111,1,34984.51
CUST1000241,2026-06,4668.38,30,7784.39,29248.57,62660.49,10,N,5,N,MOBILE_APP,4814,4,1661154.43
CUST1000242,2026-06,4090.68,40,4727.95,28754.24,18327.48,8,N,5,N,MOBILE_APP,5691,9,707720.55
CUST1000243,2026-06,2490.01,34,3007.59,6074.55,13757.98,16,Y,4,N,MOBILE_APP,4814,8,2209319.29
CUST1000244,2026-06,2739.28,15,614.16,0,12693.53,0,N,2,N,ATM,5814,4,384245.9
CUST1000245,2026-06,93.09,0,0,0,0,0,N,0,N,,,999,790532.22
CUST1000246,2026-06,25786.64,13,10867.57,0,236263.97,0,N,1,N,INTERNET_BANKING,6011,9,2854449.43
CUST1000247,2026-06,808.59,9,808.59,0,2768.74,7,Y,1,N,INTERNET_BANKING,4814,13,332828.36
CUST1000248,2026-06,1943,20,1998.26,7095.87,6098.35,5,N,3,N,UPI,5812,11,586691.5
CUST1000249,2026-06,21532.57,16,1169.85,225547.99,1386.77,4,Y,3,N,BRANCH,5411,2,124046.36
CUST1000250,2026-06,17758.98,10,12008.84,41535.65,46020.85,3,N,2,N,INTERNET_BANKING,6011,17,630434.02
CUST1000251,2026-06,4169.64,22,3273.37,0,31787.98,5,N,3,N,MOBILE_APP,0000,13,2918320.72
CUST1000252,2026-06,23632.76,30,12146.15,0,314371.11,12,Y,3,N,MOBILE_APP,6011,2,420038.74
CUST1000253,2026-06,224.26,0,0,0,0,0,N,0,N,,,999,958365.72
CUST1000254,2026-06,30165.77,45,1981.8,369262.39,5322.37,0,Y,5,N,MOBILE_APP,6513,2,989017.47
CUST1000255,2026-06,42659.23,17,10765.52,609372.51,44673.53,4,Y,4,N,INTERNET_BANKING,7399,0,319001.73
CUST1000256,2026-06,54047.88,41,19395.01,1400302.93,143107.25,5,Y,6,N,MOBILE_APP,4814,1,602255.72
CUST1000257,2026-06,18588.86,7,18588.86,30094.64,0,0,Y,1,N,ATM,4814,2,872670.3199999999
CUST1000258,2026-06,1643.81,9,1643.81,0,3750.75,0,N,1,N,UPI,5814,5,502143.63
CUST1000259,2026-06,3532.42,21,2911.76,34037.96,23338.15,8,Y,4,N,MOBILE_APP,5912,1,721620.7
CUST1000260,2026-06,585.91,7,585.91,0,1985.51,5,N,1,N,UPI,0000,16,129093.12
CUST1000261,2026-06,17337.5,56,21023.98,358278.42,119491.29,16,N,6,N,POS,5732,3,2049836.06
CUST1000262,2026-06,3061.87,21,2388.34,5944.87,31173.92,6,N,3,N,UPI,4814,11,265478.08
CUST1000263,2026-06,633.34,14,453.27,0,5513.65,6,N,2,N,UPI,5732,3,48989.68
CUST1000264,2026-06,4301.56,43,6143.81,0,46740.81,12,Y,7,N,MOBILE_APP,4111,0,209483.11
CUST1000265,2026-06,1949.59,24,2400.53,24991.34,16336.49,6,N,7,N,MOBILE_APP,5691,2,361737.94
CUST1000266,2026-06,58810.47,27,6932.08,541698.79,5812.03,0,Y,3,N,MOBILE_APP,5411,20,469953.75
CUST1000267,2026-06,445.97,0,0,0,0,0,N,0,N,,,999,530491.84
CUST1000268,2026-06,2065.33,59,3248.49,32681.13,8437.299999999999,16,N,3,N,MOBILE_APP,4814,3,303541.73
CUST1000269,2026-06,92957.09,22,7073.03,907574.8199999999,19369.04,0,Y,3,N,MOBILE_APP,5912,1,968806.8100000001
CUST1000270,2026-06,1057.11,9,461.95,4077.74,0,4,Y,2,N,MOBILE_APP,6513,15,484188.45
CUST1000271,2026-06,417.17,27,449.03,527.0599999999999,3788.58,0,N,4,N,MOBILE_APP,4900,7,273704.38
CUST1000272,2026-06,545.64,24,512.46,2472.82,3628.32,15,N,4,N,MOBILE_APP,5732,16,27185.5
CUST1000273,2026-06,18791.92,10,4351.96,0,71281.28,6,Y,1,N,MOBILE_APP,5541,12,1549493.15
CUST1000274,2026-06,21130.43,12,1156.53,3667.76,188297.86,8,N,2,N,BRANCH,4900,5,2574553.32
CUST1000275,2026-06,1750.61,26,2336.06,0,28942.36,6,N,4,N,INTERNET_BANKING,5411,6,722525.3100000001
CUST1000276,2026-06,432.29,6,432.29,0,657.9400000000001,3,Y,1,N,MOBILE_APP,6513,21,354577.84
CUST1000277,2026-06,3017.18,14,946.22,22407.98,0,7,N,2,N,UPI,5912,21,2345042.14
CUST1000278,2026-06,3602.15,36,6572.11,0,66072.57000000001,18,Y,5,N,MOBILE_APP,4111,7,418433.84
CUST1000279,2026-06,2054.63,19,502.22,866.48,5980.62,0,Y,2,N,MOBILE_APP,4111,20,555471.35
CUST1000280,2026-06,1129.12,5,1129.12,0,2167.72,4,Y,1,N,MOBILE_APP,6513,11,692676.01
CUST1000281,2026-06,12111.91,15,13163.53,71728.74000000001,80883.05,3,N,4,N,MOBILE_APP,5814,4,1817189.65
CUST1000282,2026-06,3627.11,25,2164.98,8273.290000000001,29165.8,0,N,3,N,INTERNET_BANKING,7399,10,1700471.1
CUST1000283,2026-06,9380.700000000001,28,7095.76,25428.49,80930.92999999999,8,Y,3,N,INTERNET_BANKING,5411,13,1391266.09
CUST1000284,2026-06,2136.22,23,2400.01,3943.65,19097.66,7,N,3,N,MOBILE_APP,5732,13,68350.92999999999
CUST1000285,2026-06,4737.91,15,1838.85,1649.41,57313.94,0,N,3,N,MOBILE_APP,5732,6,53929.29
CUST1000286,2026-06,23925.39,24,24632.28,20277.76,263885.78,0,N,3,N,MOBILE_APP,6513,6,1464330.23
CUST1000287,2026-06,38796.12,32,22502.33,586021.47,13659.09,6,Y,5,N,MOBILE_APP,5541,13,347761.76
CUST1000288,2026-06,127.48,0,0,0,0,0,N,0,N,,,999,1110226.72
CUST1000289,2026-06,6594.27,28,9074.639999999999,89824.22,7108.59,5,N,5,N,MOBILE_APP,8299,6,436421.11
CUST1000290,2026-06,1395.74,19,1273.21,1967.14,13825.64,10,N,3,N,UPI,5912,0,321958.85
CUST1000291,2026-06,4234.65,11,974.86,0,24199.46,5,N,2,N,MOBILE_APP,5541,1,1146572.91
CUST1000292,2026-06,6821.8,26,6048.4,6148.61,181683.75,12,Y,6,N,MOBILE_APP,5812,3,651799.11
CUST1000293,2026-06,12610.49,12,10460.06,90933.64999999999,0,0,Y,2,N,UPI,5732,18,3281003.19
CUST1000294,2026-06,2391.34,9,2391.34,6940.08,0,0,N,1,N,MOBILE_APP,5541,0,264154.27
CUST1000295,2026-06,9758.799999999999,12,10160.67,0,129509.21,4,Y,3,N,INTERNET_BANKING,4900,4,2642220.51
CUST1000296,2026-06,10117.9,32,13858.16,68205.89999999999,83662.50999999999,5,N,5,N,INTERNET_BANKING,5814,0,2373457.54
CUST1000297,2026-06,131.68,0,0,0,0,0,N,0,N,,,999,106308.37
CUST1000298,2026-06,9796.27,21,10024.26,27633.41,75862.87,8,Y,5,N,MOBILE_APP,6513,14,1251793.15
CUST1000299,2026-06,9654.450000000001,22,9370.25,0,150214.6,0,N,5,N,MOBILE_APP,5411,0,3139445.38
CUST1000300,2026-06,1761.85,58,2213.68,1536.26,18671.93,32,Y,6,N,MOBILE_APP,5814,0,1046516.96
CUST1000301,2026-06,1402.16,5,1402.16,2367.7,0,0,Y,1,N,MOBILE_APP,4111,15,609978.29
CUST1000302,2026-06,15673.08,14,10917.95,59744.83,39471,6,N,2,N,MOBILE_APP,4814,14,957278.9
CUST1000303,2026-06,3878.25,28,4254.97,0,36331.05,14,Y,4,N,MOBILE_APP,5691,9,832326.86
CUST1000304,2026-06,3010.4,15,2866.01,0,21088.98,0,N,2,N,MOBILE_APP,5541,8,269512.03
CUST1000305,2026-06,631.9400000000001,23,806.01,0,5740.3,5,N,4,N,UPI,4111,3,132131.19
CUST1000306,2026-06,1149.61,10,663.13,0,9250.99,3,Y,2,N,MOBILE_APP,5541,17,245311.01
CUST1000307,2026-06,2862.5,15,1929.98,3679.73,13177.15,8,Y,3,N,MOBILE_APP,5691,6,356895.53
CUST1000308,2026-06,6739.89,23,6222.13,21142.28,26164.65,21,N,2,N,BRANCH,8299,0,203972.67
CUST1000309,2026-06,8928.309999999999,25,8895.709999999999,48272.03,29838.06,7,Y,3,N,MOBILE_APP,7399,1,1024045.21
CUST1000310,2026-06,13275.12,21,12593.6,81410.53,57352.09,6,Y,3,N,UPI,5691,1,1989484.6
CUST1000311,2026-06,2912.26,51,3906.8,26020.28,48331.53,24,N,6,N,MOBILE_APP,6513,0,62339.87
CUST1000312,2026-06,14470.69,8,14470.69,0,33376.42,3,N,1,N,MOBILE_APP,5691,26,1411247.03
CUST1000313,2026-06,882.3099999999999,10,229.56,5864.75,1032.83,0,N,2,N,INTERNET_BANKING,7399,0,365547.57
CUST1000314,2026-06,1103.1,4,1103.1,3232.25,0,0,N,1,N,INTERNET_BANKING,6513,14,365082.53
CUST1000315,2026-06,63716.22,29,3542.11,477253.43,27522.56,7,Y,4,N,MOBILE_APP,5691,6,563715.33
CUST1000316,2026-06,575.4,32,424.91,0,10131.4,18,N,4,N,MOBILE_APP,5912,2,66591.25
CUST1000317,2026-06,1315.97,29,1565.89,12807.44,5362.32,10,N,5,N,MOBILE_APP,5691,2,164894.44
CUST1000318,2026-06,832.26,16,741.04,6236.73,0,0,Y,2,N,MOBILE_APP,8299,14,95163.02
CUST1000319,2026-06,6319.76,9,6319.76,0,28365.48,0,N,1,N,UPI,5691,28,856248
CUST1000320,2026-06,1484.99,15,1421.41,2690.35,4745.17,6,N,1,N,BRANCH,6011,5,156397.96
CUST1000321,2026-06,295.12,12,114.47,887.41,0,5,N,2,N,MOBILE_APP,5541,14,31149.3
CUST1000322,2026-06,59055.76,18,54283.85,469818.36,0,8,Y,4,N,BRANCH,5732,1,1361628.28
CUST1000323,2026-06,3703.31,40,4047.54,10493.42,58132.41,7,Y,4,N,MOBILE_APP,5541,6,569449.46
CUST1000324,2026-06,399992.8,26,8860.139999999999,2168030.94,34201.76,16,Y,3,N,INTERNET_BANKING,0000,7,3474726.24
CUST1000325,2026-06,975.89,27,710.46,6015.4,2877.14,0,N,2,N,UPI,7399,19,57086.47
CUST1000326,2026-06,216.56,0,0,0,0,0,N,0,N,,,999,24125.78
CUST1000327,2026-06,431.44,0,0,0,0,0,N,0,N,,,999,809804.17
CUST1000328,2026-06,2728.33,16,3168.44,17597.54,6653.13,8,N,3,N,MOBILE_APP,5541,3,482227.51
CUST1000329,2026-06,2766.31,35,2766.38,4609.71,58739.24,10,Y,7,N,MOBILE_APP,5691,0,375392.76
CUST1000330,2026-06,311.73,0,0,0,0,0,N,0,N,,,999,189537.43
CUST1000331,2026-06,2204.41,7,2204.41,0,3906.5,0,Y,1,N,MOBILE_APP,8299,17,590779.72
CUST1000332,2026-06,208.24,14,155.62,345.05,1028.43,6,Y,2,N,UPI,4814,15,58664.2
CUST1000333,2026-06,13618.44,10,4566.97,11085.96,104967.23,0,N,2,N,MOBILE_APP,0000,12,4390771.26
CUST1000334,2026-06,12922.96,40,4288.82,0,116030.38,24,N,4,N,MOBILE_APP,5691,9,334068.94
CUST1000335,2026-06,2169.25,21,1909.55,10713.54,0,8,N,2,N,MOBILE_APP,4900,12,1160747.68
CUST1000336,2026-06,1438.32,42,788.12,16696.57,3456.09,16,N,4,N,MOBILE_APP,4900,9,168725.04
CUST1000337,2026-06,4631.28,24,6206.01,26425.68,45431.93,8,N,4,N,MOBILE_APP,5814,13,906184.05
CUST1000338,2026-06,122.85,0,0,0,0,0,N,0,N,,,999,243185.64
CUST1000339,2026-06,8572.25,37,11595.33,8970.24,114877.13,15,Y,7,N,MOBILE_APP,8299,6,747132.73
CUST1000340,2026-06,3898.05,19,1737.97,4599.71,12778.21,14,N,2,N,MOBILE_APP,5912,3,1100115.17
CUST1000341,2026-06,5596.47,22,5002.21,18205.59,51981.65,15,Y,3,N,MOBILE_APP,5541,1,993625.73
CUST1000342,2026-06,923.3200000000001,13,406.99,0,7579.95,3,Y,3,N,MOBILE_APP,8299,3,1892891.82
CUST1000343,2026-06,590.74,17,215.77,0,5039.65,6,Y,2,N,UPI,5411,13,180178.18
CUST1000344,2026-06,453.45,0,0,0,0,0,N,0,N,,,999,201533.18
CUST1000345,2026-06,3322.55,37,5297.9,21781.16,22306.85,8,Y,4,N,MOBILE_APP,0000,2,765386.58
CUST1000346,2026-06,3688.94,14,1139.04,16271.61,0,0,N,2,N,ATM,0000,2,129261.52
CUST1000347,2026-06,10360.93,11,1468.79,87545.75999999999,6944.8,3,Y,3,N,MOBILE_APP,5411,18,1040684.99
CUST1000348,2026-06,1333.1,11,1333.1,0,2889.02,6,Y,1,N,MOBILE_APP,8299,10,80994.83
CUST1000349,2026-06,12812.56,24,17056.27,182851.3,32710.93,0,N,6,N,MOBILE_APP,8299,1,2728290.9
CUST1000350,2026-06,5129.18,8,462.14,1839.47,44682.71,3,N,2,N,MOBILE_APP,5732,0,149694.33
CUST1000351,2026-06,4301.88,21,3457.68,8395.860000000001,44916.37,8,N,5,N,UPI,4111,0,2008162.2
CUST1000352,2026-06,15808.85,7,3130.28,5848.21,96111.23,3,Y,2,N,UPI,5814,18,683627.95
CUST1000353,2026-06,10231.89,18,309.98,0,71213.27,7,N,2,N,POS,6513,13,80221.08
CUST1000354,2026-06,3349.85,5,3349.85,6516.69,0,0,N,1,N,UPI,5541,8,188832.42
CUST1000355,2026-06,26172.25,11,11228.96,0,79554.36,4,N,2,N,MOBILE_APP,4900,13,1534955.21
CUST1000356,2026-06,619.6900000000001,9,592.8099999999999,787.33,5543.77,6,Y,3,N,MOBILE_APP,5812,4,235248.52
CUST1000357,2026-06,1081.17,40,1275.89,4272.25,11239.17,16,N,4,N,BRANCH,5912,7,64506.9
CUST1000358,2026-06,3502.57,17,2798.07,15494.23,11998.16,7,Y,1,N,ATM,4111,10,824361.0699999999
CUST1000359,2026-06,2927.52,13,2926.77,6834.7,9641.559999999999,4,N,2,N,MOBILE_APP,4814,6,584668.63
CUST1000360,2026-06,7128.51,19,6471.74,0,63713.79,8,N,2,N,MOBILE_APP,6011,8,881806.98
CUST1000361,2026-06,30818.34,46,41790.75,500164.59,85359.75,7,Y,5,N,MOBILE_APP,0000,6,424721.12
CUST1000362,2026-06,9944.57,17,6192.55,0,54356.04,4,N,3,N,MOBILE_APP,5912,10,333462.94
CUST1000363,2026-06,2719.12,30,3398.58,7552.59,21912.35,14,N,4,N,BRANCH,4814,10,412677.19
CUST1000364,2026-06,75154.00999999999,13,5585.67,0,714672.3199999999,4,Y,2,N,MOBILE_APP,0000,11,1461040.54
CUST1000365,2026-06,5585.94,20,6058.82,15309.56,68724.72,16,Y,4,N,MOBILE_APP,5912,16,939174.5600000001
CUST1000366,2026-06,381.69,17,276.5,999.1799999999999,1377.32,0,N,2,N,MOBILE_APP,0000,17,222895.08
CUST1000367,2026-06,6533.72,17,3795.07,0,42174.58,8,N,2,N,UPI,8299,11,1300106.1
CUST1000368,2026-06,2482.53,26,3774.07,3924.12,25254.12,20,Y,5,N,MOBILE_APP,6513,7,460441.62
CUST1000369,2026-06,39008.32,37,18545.79,254243.6,37889.7,0,Y,3,N,INTERNET_BANKING,0000,9,236061.65
CUST1000370,2026-06,1552.26,13,1552.26,0,4263.13,0,N,1,N,ATM,5411,12,292330.96
CUST1000371,2026-06,2171.15,28,1310.75,0,34003.63,14,N,3,N,UPI,5912,20,48750.08
CUST1000372,2026-06,33366.96,17,15488.96,458175.02,41376.68,3,N,4,N,MOBILE_APP,4900,5,2292046.34
CUST1000373,2026-06,5304.18,12,5788.72,0,54843.23,3,Y,3,N,MOBILE_APP,5812,3,1707209.9
CUST1000374,2026-06,2503.47,22,2984.37,17564.54,15959.71,15,N,3,N,MOBILE_APP,7399,5,661601.38
CUST1000375,2026-06,45173.7,40,20061.39,47349.37,1092612.63,20,N,8,N,MOBILE_APP,5812,0,1210502.89
CUST1000376,2026-06,25921.48,31,1103.67,252008.52,4929.16,0,Y,3,N,ATM,0000,10,395926.16
CUST1000377,2026-06,1724.57,6,1724.57,0,8567.82,0,N,1,N,MOBILE_APP,5812,4,120637.21
CUST1000378,2026-06,2039.01,35,3158.2,17555.09,5705.98,16,N,4,N,UPI,6513,13,341216.11
CUST1000379,2026-06,16285.91,11,9121.52,87073.52,64092.46,0,N,3,N,MOBILE_APP,5912,0,1374554.8
CUST1000380,2026-06,495.04,0,0,0,0,0,N,0,N,,,999,837004.55
CUST1000381,2026-06,2879.76,17,2932.24,6322.09,23074.12,5,N,3,N,MOBILE_APP,4111,5,313516.21
CUST1000382,2026-06,6940.94,28,4204.21,29172.67,31310.22,8,N,3,N,MOBILE_APP,4111,1,396260.52
CUST1000383,2026-06,1024.47,17,1194.06,0,11330.94,5,N,3,N,MOBILE_APP,4111,2,91927.59
CUST1000384,2026-06,1444.38,12,1798.83,11913.28,4003.99,3,N,4,N,MOBILE_APP,5411,3,556566.16
CUST1000385,2026-06,5041.39,16,2563.78,18771.54,0,0,N,2,N,POS,4814,3,231302.83
CUST1000386,2026-06,13495.95,5,13495.95,42006.01,0,5,N,1,N,MOBILE_APP,5411,29,672375.3100000001
CUST1000387,2026-06,7909.92,13,6630.29,0,67540.88,0,N,3,N,MOBILE_APP,5912,4,1500345.18
CUST1000388,2026-06,4959.02,30,4973.78,2502.72,62900.96,14,Y,4,N,MOBILE_APP,0000,2,871447.91
CUST1000389,2026-06,27823.6,17,1933.47,139033.28,8433.860000000001,0,Y,2,N,INTERNET_BANKING,6011,4,234280.49
CUST1000390,2026-06,70021.67999999999,15,5925.68,416306.83,11304.36,14,Y,2,N,UPI,8299,0,707378.09
CUST1000391,2026-06,9040.65,33,9495.290000000001,37028.25,67320.46000000001,8,Y,2,N,MOBILE_APP,5812,0,911595.6899999999
CUST1000392,2026-06,308.74,0,0,0,0,0,N,0,N,,,999,319356.26
CUST1000393,2026-06,28204.71,14,5851.36,139741.96,24529.89,7,Y,2,N,UPI,5411,17,1043514.86
CUST1000394,2026-06,2872.62,23,2751.31,5240.82,20573.81,6,N,3,N,MOBILE_APP,5814,11,718232.46
CUST1000395,2026-06,2533.16,16,3233.44,5781.21,29730.73,0,N,3,N,ATM,4111,8,431727.07
CUST1000396,2026-06,38279.21,12,15026.23,0,237870.67,4,Y,3,N,MOBILE_APP,8299,23,637641.66
CUST1000397,2026-06,2360.42,16,1818.38,11468.43,6243.22,0,N,2,N,UPI,4900,6,483278.97
CUST1000398,2026-06,566.77,25,866.16,1951.02,3613.33,10,N,4,N,MOBILE_APP,5912,5,301879.03
CUST1000399,2026-06,16821.49,22,1019.89,240790.1,5948.72,0,Y,3,N,MOBILE_APP,4900,9,168440.85
CUST1000400,2026-06,4711.83,23,8674.459999999999,46727.54,21334.32,9,Y,5,N,MOBILE_APP,4111,5,502056.29
CUST1000401,2026-06,2431.11,32,2413.5,29305.71,3710.47,8,N,4,N,MOBILE_APP,7399,0,615699.39
CUST1000402,2026-06,5341.78,7,5341.78,0,20067.52,0,N,1,N,MOBILE_APP,8299,9,705039.38
CUST1000403,2026-06,10100.74,13,7291.29,17745.86,56843.01,3,N,3,N,UPI,0000,4,1183156.22
CUST1000404,2026-06,3501.41,29,1609.71,35771.86,2840.72,0,Y,2,N,CALL_CENTER,8299,0,525463.04
CUST1000405,2026-06,14163.97,27,20584.39,65429.49,140981.2,6,N,4,N,MOBILE_APP,6011,1,1571570.37
CUST1000406,2026-06,2697.05,11,1100.85,11455.09,3606.89,3,Y,2,N,MOBILE_APP,5411,8,368111.03
CUST1000407,2026-06,5392.28,19,5229.48,11390.54,21259.34,0,N,2,N,ATM,5732,10,1943356.38
CUST1000408,2026-06,2583.33,11,2583.33,0,6636.39,8,N,1,N,MOBILE_APP,6011,4,57117.11
CUST1000409,2026-06,2323.81,25,1650.35,4215.95,24928.02,0,Y,4,N,MOBILE_APP,8299,0,642004.85
CUST1000410,2026-06,3969.87,61,3654.06,3732.66,53764.28,32,Y,6,N,ATM,5732,4,750163.49
CUST1000411,2026-06,6411.06,16,2697.6,0,25186.78,0,N,2,N,CALL_CENTER,0000,26,472915.59
CUST1000412,2026-06,161.59,0,0,0,0,0,N,0,N,,,999,113217.8
CUST1000413,2026-06,1816.21,26,1157.66,14601.16,1987.41,0,N,2,N,MOBILE_APP,5732,15,255522.99
CUST1000414,2026-06,1363.49,22,1868.37,14487.07,12123.11,4,N,3,N,MOBILE_APP,5814,3,163583.5
CUST1000415,2026-06,681.33,8,681.33,0,2365.19,6,N,1,N,MOBILE_APP,4900,7,666740.62
CUST1000416,2026-06,2094.06,27,2637.63,0,13430.35,6,N,4,N,MOBILE_APP,6513,6,942521.05
CUST1000417,2026-06,10031.06,23,2543.22,69371.64999999999,5742.54,7,N,3,N,INTERNET_BANKING,5732,5,388936.71
CUST1000418,2026-06,1775.97,20,2050.34,1070.18,19458.98,6,N,3,N,MOBILE_APP,5812,6,190457.78
CUST1000419,2026-06,1023.32,19,1252.35,4565.33,4552.03,4,N,3,N,BRANCH,5732,5,115134.16
CUST1000420,2026-06,9617.799999999999,9,3898.22,0,56916.49,3,Y,3,N,ATM,5814,2,720690.23
CUST1000421,2026-06,5453.34,28,9783.01,27033.75,47867.15,20,N,5,N,MOBILE_APP,5912,13,1089557.53
CUST1000422,2026-06,92618.08,22,18160.99,756511.87,89354.77,0,Y,3,N,POS,5814,4,1125590.57
CUST1000423,2026-06,3369.42,25,776.99,2373.69,20725.11,0,N,3,N,MOBILE_APP,5541,10,877662.83
CUST1000424,2026-06,14634.58,24,12086.27,26584.96,83500.52,0,Y,3,N,ATM,6011,5,698229.48
CUST1000425,2026-06,1809.67,30,2437.65,14709.42,13343.04,12,N,5,N,MOBILE_APP,5812,0,497074.78
CUST1000426,2026-06,57369.95,22,2390.52,308912.99,8195.16,0,Y,3,N,INTERNET_BANKING,0000,4,282548.18
CUST1000427,2026-06,5235.32,26,4235.21,0,25294.62,8,Y,3,N,BRANCH,4814,3,519665.45
CUST1000428,2026-06,3323.71,23,3083.68,4776.23,28377.45,0,Y,3,N,ATM,7399,8,924052.1800000001
CUST1000429,2026-06,22232.28,41,34407.15,0,430123.63,12,N,6,N,MOBILE_APP,5541,6,4401590.06
CUST1000430,2026-06,1217.57,25,1217.97,0,8005.87,16,N,3,N,MOBILE_APP,5814,8,231384.32
CUST1000431,2026-06,1489.09,44,1971.96,4640.88,14773.19,16,N,4,N,MOBILE_APP,8299,1,169701.76
CUST1000432,2026-06,3016.68,66,5548.93,47458.27,42132.23,40,Y,8,N,MOBILE_APP,5541,0,106969.89
CUST1000433,2026-06,379.11,24,186.64,0,2247.47,8,N,3,N,MOBILE_APP,4814,6,90792.34
CUST1000434,2026-06,5006.76,32,6642.08,4848.45,49363.5,8,Y,3,N,MOBILE_APP,5912,4,1011991.35
CUST1000435,2026-06,1556.49,18,550.12,0,14758.34,7,N,1,N,INTERNET_BANKING,8299,20,310521.45
CUST1000436,2026-06,1262.59,36,1873.82,8181.58,31147.39,0,N,5,N,MOBILE_APP,5411,1,258913.28
CUST1000437,2026-06,921.26,13,921.26,0,2969.66,8,Y,1,N,CALL_CENTER,5912,13,142671.41
CUST1000438,2026-06,887.36,30,1164.14,3527.53,10624.17,15,Y,6,N,UPI,6513,5,354711.19
CUST1000439,2026-06,397.35,0,0,0,0,0,N,0,N,,,999,816179.76
CUST1000440,2026-06,222740.05,20,40570.68,2230971.67,203909.15,3,Y,6,N,MOBILE_APP,6513,3,8079911.19
CUST1000441,2026-06,6587.62,10,426.91,0,37015.34,10,N,2,N,MOBILE_APP,5912,12,957678.15
CUST1000442,2026-06,1965.22,13,1251.09,4729.98,4462.42,4,Y,2,N,MOBILE_APP,5814,4,436720.43
CUST1000443,2026-06,16.64,0,0,0,0,0,N,0,N,,,999,2421706.65
CUST1000444,2026-06,3823.82,26,5074.23,52002.69,30824.89,9,N,4,N,UPI,5812,1,1207895.86
CUST1000445,2026-06,24037.79,12,3108.73,283900.48,0,6,N,3,N,ATM,5541,6,576865.95
CUST1000446,2026-06,2383.12,39,2905.13,24538.03,3058.7,7,N,5,N,MOBILE_APP,5732,0,78020.19
CUST1000447,2026-06,6266.3,21,5515.11,20645.84,63999.79,6,N,3,N,BRANCH,5912,1,1536553.92
CUST1000448,2026-06,5366.01,24,2734.43,22634.38,13574.93,7,Y,3,N,MOBILE_APP,7399,7,623926.83
CUST1000449,2026-06,18.37,0,0,0,0,0,N,0,N,,,999,2176791.89
CUST1000450,2026-06,1401.34,26,1933.04,0,15335.68,6,N,4,N,MOBILE_APP,8299,4,297495.45
CUST1000451,2026-06,3131.91,25,1214.64,379.61,56837.37,5,N,4,N,ATM,5814,2,491297.16
CUST1000452,2026-06,24527.07,26,18399.47,58237.34,165009,16,N,3,N,ATM,6011,4,6988232.56
CUST1000453,2026-06,2748.25,28,2900.55,2982.68,28830.99,18,Y,4,N,MOBILE_APP,5814,4,525193.01
CUST1000454,2026-06,2822.77,21,363.08,1494.43,26276.36,7,N,3,N,MOBILE_APP,4900,3,49081.27
CUST1000455,2026-06,2440.92,38,5621.62,0,22825.28,14,Y,5,N,ATM,5814,5,160416.9
CUST1000456,2026-06,1393.63,6,1393.63,0,3055.81,3,N,1,N,ATM,5541,11,252096.69
CUST1000457,2026-06,14366.81,12,4524.2,72114.23,16359.87,0,Y,2,N,MOBILE_APP,6513,19,1963799.85
CUST1000458,2026-06,57764.74,26,22916.59,644545.76,67990.64999999999,0,Y,4,N,INTERNET_BANKING,5541,5,689243.45
CUST1000459,2026-06,4191.94,21,3378.58,5485.62,17201.87,18,N,3,N,MOBILE_APP,5411,14,272879.67
CUST1000460,2026-06,335.18,3,335.18,0,1355.61,0,Y,1,N,ATM,6513,12,146417.49
CUST1000461,2026-06,6557.35,30,6954.75,16269.9,35168.39,14,N,4,N,MOBILE_APP,5912,8,424184.16
CUST1000462,2026-06,3548.11,20,3874.15,8220.639999999999,25793.36,0,Y,3,N,MOBILE_APP,0000,3,774150.25
CUST1000463,2026-06,1210.65,20,63.1,7471.35,102.76,16,Y,2,N,POS,5814,0,587569.22
CUST1000464,2026-06,5646.66,5,5646.66,0,23025.19,5,N,1,N,MOBILE_APP,5732,23,426237.76
CUST1000465,2026-06,4281.56,16,6732.96,4405.53,58226.26,6,N,3,N,MOBILE_APP,4814,9,374395.28
CUST1000466,2026-06,2575.9,20,2790.21,13259.09,16885.21,10,Y,4,N,INTERNET_BANKING,5541,7,596251.27
CUST1000467,2026-06,1273.62,16,404.63,829.58,3949.65,0,N,2,N,MOBILE_APP,5912,13,897923.87
CUST1000468,2026-06,5075.75,18,2501.85,0,33531.97,5,N,3,N,UPI,5732,5,621712.98
CUST1000469,2026-06,8811.02,26,9686.629999999999,0,121671.48,12,Y,4,N,UPI,0000,4,1312085.44
